Ligne;Date;"Code boutique source";"Artisan source";Désignation;Quantité;"Prix unitaire";"Montant transcrit";"Montant retenu";Écart;Statut;Anomalies
1075;01/04/2026;06;;Javel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
1081;10/04/2026;;;"Vin thérapeutique";1;2500;2500;2500;0;Importée;"Code de boutique absent | Artisan non identifiable"
1083;16/01/2026;03;"M. Djoko Pokam Alex";"Charbon Veg";2;1500;3000;3000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Djoko Pokam » à 75,9 %"
1086;18/01/2026;;"Visiteur Mboule";"VINS D'AVOCAT";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1087;20/01/2026;;"Mariam Ibrahim";Masques;3;10000;30000;30000;0;Importée;"Code de boutique absent"
1088;20/01/2026;;"Sonwa Stéphanie";chaine;1;1000;1000;1000;0;Importée;"Code de boutique absent"
1089;20/01/2026;;SOLISTA;Chips;3;100;300;300;0;Importée;"Code de boutique absent"
1090;20/01/2026;;Monastère;"Chips maïs";3;100;300;300;0;Importée;"Code de boutique absent"
1091;21/01/2026;04;Monastère;"Chips maïs";2;100;100;200;-100;Importée;"Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1092;21/01/2026;04;Monastère;"Chips maïs";1;1000;1000;1000;0;Importée;"Date reprise de la ligne précédente"
1093;21/01/2026;07;Chenda;Lartche;1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Tchinda » à 76,9 %"
1094;21/01/2026;12;"Philomène perlage";babouche;1;1500;1500;1500;0;Importée;"Date reprise de la ligne précédente"
1095;27/01/2026;;SOLISTA;"Baume de nois";2;500;600;1000;-400;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1096;27/01/2026;;"VAR BAMENDA";"Miel brun";1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1097;27/01/2026;;Floralis;croquet;3;300;300;900;-600;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1098;29/01/2026;;Monastère;"Chips de maïs";1;100;100;100;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1099;29/01/2026;;Floralis;"croquet chips";3;300;300;900;-600;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1100;30/01/2026;;Floralis;Croquet;2;100;100;200;-100;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1101;02/02/2026;;Floralis;"Savon 5 litre";1;4000;4000;4000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1102;02/02/2026;;Floralis;"Savon 1 litre";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1103;02/02/2026;;Floralis;"Savon 1/2 litre";1;500;500;500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1104;02/02/2026;;SOLISTA;Javel;1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1105;02/02/2026;;MBIAKOP;"porte stylo";2;600;1200;1200;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Prix unitaire déduit du montant et de la quantité"
1106;02/02/2026;;MBIAKOP;stylo;2;300;600;600;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente | Prix unitaire déduit du montant et de la quantité"
1107;02/02/2026;;Floralis;croquet;2;200;200;400;-200;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1108;02/02/2026;;Floralis;"Savon liquide";1;4000;4000;4000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1109;03/02/2026;;"Mme Justina";Tableau;1;12000;12000;12000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1110;04/02/2026;2;Floralis;Croquette;2;200;200;400;-200;Importée;"Année déduite de la ligne précédente | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1111;05/02/2026;;Floralis;Croquette;;;;;;"Non importée";"Code de boutique absent | Nom d'artisan repris de la ligne précédente | Désignation reprise de la ligne précédente | Quantité, prix et montant trop lacunaires pour une vente"
1112;06/02/2026;;Floralis;Croquet;1;100;100;100;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1113;06/02/2026;;Solista;"CHIPS de Plantain";1;100;100;100;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1114;06/02/2026;;;Biscuit;1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
1115;09/02/2026;;"Guekam Philip";"Vin de cola";3;2500;7500;7500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1116;10/02/2026;;"Mme Roland";"Savon bambou de chine";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1117;10/02/2026;;Solista;"Savon noir Gourmand";1;2500;2500;2500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1118;10/02/2026;;perle;;1;4400;4400;4400;0;"Non importée";"Date reprise de la ligne précédente | Code de boutique absent | Désignation absente"
1119;10/02/2026;;Bonomit;"anti poison";1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1120;10/02/2026;;Monastère;"chips de maïs";3;300;300;900;-600;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1121;10/02/2026;;Floralis;"demi litre vinaigre";1;150;150;150;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1122;13/02/2026;;Floralis;croquette;2;100;200;200;0;Importée;"Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1123;13/02/2026;;Solista;chips;2;100;200;200;0;Importée;"Code de boutique absent"
1124;27/02/2026;;;;;;;;;"Non importée";"Année déduite de la ligne précédente | Code de boutique absent | Artisan non identifiable | Désignation absente | Quantité, prix et montant trop lacunaires pour une vente"
1125;03/03/2026;09;;Colier;1;1500;1500;1500;0;Importée;"Artisan non identifiable"
1127;03/03/2026;;Jeanne;Visiteurs;;;;;;"Non importée";"Code de boutique absent | Quantité, prix et montant trop lacunaires pour une vente"
1128;03/03/2026;;"Mance Belkia";Visiteurs;;;;;;"Non importée";"Date reprise de la ligne précédente | Code de boutique absent | Quantité, prix et montant trop lacunaires pour une vente"
1130;05/03/2026;03;"Gustave F.";"Miel de Bangou";1;5000;5000;5000;0;Importée;"Date reprise de la ligne précédente"
1131;05/03/2026;;MBiakop;bracelets;4;400;1600;1600;0;Importée;"Date invalide dans le registre | Code de boutique absent"
1132;05/03/2026;;MBiakop;bracelet;1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1133;05/03/2026;;Tchinda;Casquette;1;5000;5000;5000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1134;05/03/2026;;MBiakop;Cup;2;500;1000;1000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1135;05/03/2026;;Ibrahim;Masque;1;5000;5000;5000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1136;05/03/2026;;"Mme Gassam";biscuit;9;100;9000;900;8100;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1137;05/03/2026;;;"Fève Cacao";2;1000;2000;2000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
1138;05/03/2026;;;biscuit;6;100;600;600;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
1139;05/03/2026;;"Artisan Bamenda";"Tableau de décoration";1;8000;8000;8000;0;Importée;"Date invalide dans le registre | Code de boutique absent | Rapprochement d'artisan écarté : sous le seuil : « Artisan Bangante » à 77,4 %"
1140;05/03/2026;;"Mme Gassam";biscuit;3;100;300;300;0;Importée;"Date invalide dans le registre | Code de boutique absent"
1141;05/03/2026;;MBiakop;Cup;1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1142;03/08/2026;;MBIAKOP;collier;1;1500;1500;1500;0;Importée;"Code de boutique absent"
1143;03/08/2026;;MBIAKOP;boucle;1;700;700;700;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1144;03/08/2026;;stylo;stylo;1;300;300;300;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1145;03/08/2026;;MBIAKOP;"Porte stylo";1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1146;03/08/2026;;;"Paires en perle et bambou";2;1000;2000;2000;0;Importée;"Date hors de la période plausible du registre | Code de boutique absent | Artisan non identifiable"
1147;05/08/2026;;"Justine Mankah";"Tableau décoratif";1;12000;12000;12000;0;Importée;"Code de boutique absent"
1148;05/08/2026;;MBIAKOP;"porte stylo";1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1149;05/08/2026;;;stylo;1;300;300;300;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
